 1.60000002      0.100000001      -2.65518725E-02          40
   1.60000002      0.150000006      -8.17375816E-03          40
   1.60000002      0.200000003      -6.83823228E-03          40
   1.60000002      0.250000000      -5.03503159E-03          40
   1.60000002      0.300000012      -5.36914077E-03          40
   1.60000002      0.350000024      -4.79414407E-03          40
   1.60000002      0.400000036      -4.74102702E-03          40
   1.60000002      0.450000048      -4.92117787E-03          40
   1.60000002      0.500000060      -4.57982207E-03          40
   1.60000002      0.550000072      -4.39226441E-03          40
   1.60000002      0.600000083      -4.38538427E-03          40
   1.60000002      0.650000095      -4.63383552E-03          40
   1.60000002      0.700000107      -4.84569184E-03          40
   1.60000002      0.750000119      -4.72884066E-03          40
   1.60000002      0.800000131      -4.73387586E-03          40
   1.60000002      0.850000143      -4.80647711E-03          40
   1.60000002      0.900000155      -4.79463022E-03          40
   1.60000002      0.950000167      -4.47854167E-03          40
   1.60000002       1.00000012      -4.31095157E-03          40
   1.60000002       1.05000007      -4.15754039E-03          40
   1.60000002       1.10000002      -3.43947741E-03          40
   1.60000002       1.14999998      -3.95301171E-03          40
   1.60000002       1.19999993      -3.58011271E-03          40
   1.60000002       1.24999988      -2.99707847E-03          40
   1.60000002       1.29999983      -3.02678975E-03          40
   1.60000002       1.34999979      -2.34501669E-03          40
   1.60000002       1.39999974      -2.55911611E-03          40
   1.60000002       1.44999969      -2.34550284E-03          40
   1.60000002       1.49999964      -2.05150014E-03          40
   1.60000002       1.54999959      -1.65110198E-03          40
   1.60000002       1.59999955      -1.81937346E-03          40
   1.60000002       1.64999950      -1.99310947E-03          40
   1.60000002       1.69999945      -6.22394378E-04          40
   1.60000002       1.74999940      -1.78447145E-03          40
   1.60000002       1.79999936      -1.62220257E-03          40
   1.60000002       1.84999931      -1.28752645E-03          40
   1.60000002       1.89999926      -1.08867162E-03          40
   1.60000002       1.94999921      -8.88919283E-04          40
   1.60000002       1.99999917      -1.29285734E-03          40
   1.60000002       2.04999924      -6.52305433E-04          40
   1.60000002       2.09999919      -7.70706567E-04          40
   1.60000002       2.14999914      -1.33240625E-04          40
   1.60000002       2.19999909      -1.04947365E-03          40
   1.60000002       2.24999905       2.10084050E-04          40
   1.60000002       2.29999900       1.44511613E-03          40
   1.60000002       2.34999895       7.18644995E-04          40
   1.60000002       2.39999890       1.04296149E-03          40
   1.60000002       2.44999886       1.66723528E-03          40
   1.60000002       2.49999881       3.40178539E-03          40
   1.60000002       2.54999876       1.85209210E-03          40
   1.60000002       2.59999871       3.99580877E-03          40
   1.60000002       2.64999866       3.61703709E-03          40
   1.60000002       2.69999862       8.38265568E-03          40
   1.60000002       2.74999857       5.24921296E-03          40
   1.60000002       2.79999852       5.54543547E-03          40
   1.60000002       2.84999847       1.30487932E-02          40
   1.60000002       2.89999843       1.03509733E-02          40
   1.60000002       2.94999838       9.09008179E-03          40
   1.60000002       2.99999833       1.49328094E-02          40
